timestamp,log_message,target_label
1/19/2025 2:53,Input to module X did not conform to expected format,Error
11/11/2025 17:05,"nova.compute.claims [req-1162e278-3bf2-4b32-93b5-9c7ec218365e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Total disk: 15 GB, used: 0.00 GB",Resource Usage
6/18/2025 20:48,"nova.metadata.wsgi.server [-] 10.11.21.140,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" Status code -  200 len: 967 time: 0.0032220",HTTP Status
8/30/2025 19:35,"nova.osapi_compute.wsgi.server [req-e965c8a8-1a85-4bb4-9103-fb8227b10886 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2633300",HTTP Status
9/4/2025 10:46,"nova.osapi_compute.wsgi.server [req-308202e3-7228-440e-aa2e-70558059a68b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2644999",HTTP Status
11/29/2025 4:00,User 8693 has escalated to admin level,Security Alert
5/27/2025 22:37,"nova.osapi_compute.wsgi.server [req-53a10b92-552c-4e90-9f52-b1a8c3ced361 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2543302",HTTP Status
9/3/2025 14:30,"nova.osapi_compute.wsgi.server [req-e9d2e77a-a98d-4605-9681-3dcad21d7ec7 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 211 time: 0.0931380",HTTP Status
9/4/2025 17:09,"nova.osapi_compute.wsgi.server [req-cd52b7e1-5ad8-4c2b-babc-3250dc367121 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2790480",HTTP Status
1/30/2025 10:16,Critical system module failure: module ID Component29,Critical Error
7/6/2025 3:15,"nova.compute.claims [req-d82fab16-60f8-4c9f-bde8-f362f57bdd40 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Total disk: 15 GB, used: 0.00 GB",Resource Usage
12/29/2025 10:27,User 1403 had multiple login attempts rejected,Security Alert
6/26/2025 0:18,"nova.osapi_compute.wsgi.server [req-5579c03c-54d9-46ef-bfc5-6edae7fa4094 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 211 time: 0.1024609",HTTP Status
3/29/2025 7:30,Denied access attempt on restricted account Account5391,Security Alert
1/11/2025 12:26,Backup started at 2025-10-31 23:48:54.,System Notification
8/12/2025 8:26,"nova.osapi_compute.wsgi.server [req-8faad941-ddb6-41e5-85d5-813c88b1a880 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2605860",HTTP Status
4/9/2025 3:09,Vital system component is down: component ID Component35,Critical Error
9/1/2025 14:10,"nova.osapi_compute.wsgi.server [req-c53a921a-16c7-422e-8c9d-c922a720d047 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/b9000564-fe1a-409b-b8cc-1e88b294cd1d HTTP/1.1"" HTTP status code -  204 len: 203 time: 0.2534380",HTTP Status
7/15/2025 2:02,Backup completed successfully.,System Notification
8/18/2025 11:21,System updated to version 2.7.9.,System Notification
5/15/2025 14:40,Backup started at 2025-05-02 05:17:47.,System Notification
3/28/2025 21:45,"nova.osapi_compute.wsgi.server [req-e4a5ec58-0304-4e5e-930c-57180ee7c1dd 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2686100",HTTP Status
1/12/2025 5:21,System updated to version 1.2.9.,System Notification
7/17/2025 19:30,"nova.compute.claims [req-98474cd9-61e1-4afe-bd52-676a577b058f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",Resource Usage
8/8/2025 0:27,Format of input data in module X was not recognized,Error
9/13/2025 9:38,"nova.osapi_compute.wsgi.server [req-12db2bbc-6755-4401-99d8-450e84703abd 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2685480",HTTP Status
9/10/2025 18:21,Server 22 was restarted unexpectedly while data was being transferred,Error
12/27/2025 10:48,"nova.compute.claims [req-a07ac654-8e81-416d-bfbb-189116b07969 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: bf8c824d-f099-4433-a41e-e3da7578262e] vcpu limit not specified, defaulting to unlimited",Resource Usage
2/20/2025 22:37,Disk cleanup completed successfully.,System Notification
7/24/2025 13:28,nova.compute.resource_tracker [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Final resource view: name=cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us phys_ram=64172MB used_ram=512MB phys_disk=15GB used_disk=0GB total_vcpus=16 used_vcpus=0 pci_stats=[],Resource Usage
4/27/2025 20:20,"nova.metadata.wsgi.server [req-68a0fcfe-55d9-4f80-8fef-d9915932d2ef - - - - -] 10.11.21.126,10.11.10.1 ""GET /latest/meta-data/placement/ HTTP/1.1"" RCODE  200 len: 134 time: 0.2258282",HTTP Status
1/22/2025 10:19,System updated to version 3.4.7.,System Notification
6/17/2025 13:05,"nova.metadata.wsgi.server [-] 10.11.21.135,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/ami HTTP/1.1"" Status code -  200 len: 119 time: 0.0006430",HTTP Status
2/8/2025 22:10,Critical system unit failure: unit ID Component12,Critical Error
4/24/2025 21:47,RAID configuration experienced multiple disk issues,Critical Error
10/26/2025 0:16,"nova.osapi_compute.wsgi.server [req-31e71c53-2e15-4300-aeb6-1d77caf1d13a 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2742469",HTTP Status
5/3/2025 3:28,Critical system module failure: module ID Component59,Critical Error
7/8/2025 18:21,"nova.osapi_compute.wsgi.server [req-f5ece0cf-7a39-41b3-84d0-833a63040442 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2500231",HTTP Status
11/28/2025 14:10,Possible hacking attempt identified from IP 192.168.24.230,Security Alert
7/28/2025 5:49,"nova.osapi_compute.wsgi.server [req-7fe775ef-77ca-494b-8b7b-ca9e05ab4015 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2847130",HTTP Status
10/4/2025 2:08,"nova.osapi_compute.wsgi.server [req-048f93d6-3858-482b-972d-48640f16bed1 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2640278",HTTP Status
5/26/2025 8:26,Non-recoverable error encountered in primary application,Critical Error
2/13/2025 3:19,API access request from user 2665 was rejected due to invalid credentials,Security Alert
8/2/2025 16:44,"nova.metadata.wsgi.server [req-189e6373-cac8-4dcd-9029-7cb80f2e114c - - - - -] 10.11.21.143,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2292829",HTTP Status
9/5/2025 7:14,System reboot initiated by user User297.,System Notification
8/2/2025 5:31,Backup completed successfully.,System Notification
8/6/2025 2:48,"nova.osapi_compute.wsgi.server [req-32b14e4d-90cd-4ecb-9171-0ede02691b36 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2646151",HTTP Status
11/21/2025 8:19,Data replication for shard 2 was unsuccessful,Error
11/27/2025 17:59,System updated to version 3.3.2.,System Notification
11/26/2025 10:50,"nova.osapi_compute.wsgi.server [req-dd3a90c6-4783-47d3-a7da-72b8a4ef98e3 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2672410",HTTP Status
11/17/2025 15:50,"nova.osapi_compute.wsgi.server [req-e8a40430-24a0-4317-859b-555bb76fb798 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2604382",HTTP Status
3/23/2025 11:51,Server 21 experienced an unanticipated restart during data reconciliation,Error
8/4/2025 16:24,"nova.osapi_compute.wsgi.server [req-44d3573a-0d2c-4610-85f3-f228ac82a1d1 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2529991",HTTP Status
4/28/2025 15:13,Email delivery problem affected system,Critical Error
3/7/2025 16:02,"nova.osapi_compute.wsgi.server [req-acc5bb0f-42fe-4bbc-ac8b-0bace2d3b906 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -] 10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" Status code -  404 len: 296 time: 0.0836670",HTTP Status
2/28/2025 23:13,"nova.osapi_compute.wsgi.server [req-7b894c1d-bfc0-4dca-afed-0b8ca7a93a72 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2758210",HTTP Status
6/30/2025 6:58,"nova.compute.claims [req-2d658d2c-7eff-414e-a68f-3f1c75c9e874 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] disk limit not specified, defaulting to unlimited",Resource Usage
6/21/2025 12:43,"nova.osapi_compute.wsgi.server [req-903eebb0-3535-4b76-80bf-7b37baa4daa0 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1583 time: 0.1841609",HTTP Status
10/17/2025 10:56,"nova.metadata.wsgi.server [req-610fdd1e-f55d-480e-866a-6effcc9d83ae - - - - -] 10.11.21.134,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" status: 200 len: 264 time: 0.2398081",HTTP Status
8/22/2025 8:30,"nova.osapi_compute.wsgi.server [req-c632929d-1bf8-43a4-afb7-0f32e2d3cdf3 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2570438",HTTP Status
8/22/2025 22:37,"nova.osapi_compute.wsgi.server [req-135542a4-6100-4643-83f4-c3d3271ac898 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2776730",HTTP Status
2/3/2025 8:25,"nova.compute.claims [req-6a763803-4838-49c7-814e-eaefbaddee9d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 96abccce-8d1f-4e07-b6d1-4b2ab87e23b4] vcpu limit not specified, defaulting to unlimited",Resource Usage
8/5/2025 13:22,"nova.metadata.wsgi.server [req-f9565d6d-171c-408f-8b5f-9e9792826f42 - - - - -] 10.11.21.122,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" Status code -  200 len: 124 time: 0.2197890",HTTP Status
8/27/2025 6:23,"nova.compute.claims [req-afb5ee70-39d1-435e-9bf9-2fc3339c5b5b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 127e769a-4fe6-4548-93b1-513ac51e0452] vcpu limit not specified, defaulting to unlimited",Resource Usage
6/7/2025 19:23,"nova.osapi_compute.wsgi.server [req-330a4477-cfaf-485f-a5e9-69e0e9be0a4f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1916 time: 0.3824501",HTTP Status
9/3/2025 2:10,"nova.osapi_compute.wsgi.server [req-8e6482cd-ad01-4a71-92f9-2d218d014a8f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1916 time: 0.2944360",HTTP Status
1/7/2025 1:51,"nova.osapi_compute.wsgi.server [req-86997220-e959-4cef-8315-723f20d4f1de 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2708549",HTTP Status
4/22/2025 21:15,"nova.metadata.wsgi.server [req-3d7baa90-ec29-4386-a6c5-edd5ae651f45 - - - - -] 10.11.21.140,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" HTTP status code -  200 len: 967 time: 0.2314420",HTTP Status
7/6/2025 21:40,System reboot initiated by user User159.,System Notification
9/18/2025 20:47,"nova.osapi_compute.wsgi.server [req-9d2c1d24-f157-464f-aa8c-17ebcdaac12b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2577691",HTTP Status
6/30/2025 12:46,Service outage due to email delivery problem,Critical Error
8/25/2025 7:53,Backup ended at 2025-11-24 19:02:55.,System Notification
3/13/2025 7:09,System reboot initiated by user User648.,System Notification
3/14/2025 10:55,User 3330 account experienced multiple login failures,Security Alert
8/2/2025 8:24,"nova.osapi_compute.wsgi.server [req-e6509c84-a275-459c-b564-25fdbaa58cdc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2789471",HTTP Status
5/3/2025 5:06,Backup completed successfully.,System Notification
5/24/2025 22:54,"nova.compute.claims [req-2d658d2c-7eff-414e-a68f-3f1c75c9e874 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Total memory: 64172 MB, used: 512.00 MB",Resource Usage
3/19/2025 10:17,"nova.osapi_compute.wsgi.server [req-c4fe12ee-96d2-455a-bd90-4456a7878d04 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2752299",HTTP Status
1/21/2025 5:16,System component is not functioning: component ID Component3,Critical Error
7/13/2025 14:14,"nova.osapi_compute.wsgi.server [req-ea4a360f-b853-46fe-af72-7db91c3346ad 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2724142",HTTP Status
7/24/2025 2:13,User 9202 has admin privileges escalated,Security Alert
6/16/2025 2:09,"nova.metadata.wsgi.server [req-5eee7c2e-9d80-4668-869d-1d8f70d9b074 - - - - -] 10.11.21.136,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2191730",HTTP Status
8/31/2025 14:27,"nova.osapi_compute.wsgi.server [req-0ed561a5-fdf2-4b23-ab40-0f283f3da54e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1916 time: 0.2693460",HTTP Status
4/30/2025 14:39,"nova.osapi_compute.wsgi.server [req-25d4598c-81f0-4e79-87fd-228f3dc94aa7 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2755768",HTTP Status
7/27/2025 7:39,Unfixable issue identified in essential system module,Critical Error
3/6/2025 19:40,"nova.osapi_compute.wsgi.server [req-4ce4f8fb-f692-4d80-b150-96bc30db03f0 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2672279",HTTP Status
3/22/2025 4:29,"nova.metadata.wsgi.server [-] 10.11.21.135,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" Status code -  404 len: 176 time: 0.0011439",HTTP Status
4/3/2025 4:57,"nova.compute.claims [req-868a5460-dbb6-416b-b4c4-a98abae6c847 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] Total disk: 15 GB, used: 0.00 GB",Resource Usage
1/18/2025 21:53,Severe system crash found in core application component,Critical Error
9/25/2025 23:35,System reboot initiated by user User600.,System Notification
7/21/2025 12:52,"nova.osapi_compute.wsgi.server [req-c00498e9-c4a0-4e46-b680-c8e4927369f7 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/17288ea8-cbf4-4f0e-94fe-853fd2735f29 HTTP/1.1"" RCODE  204 len: 203 time: 0.2726481",HTTP Status
6/7/2025 0:46,"nova.metadata.wsgi.server [req-b1e650c2-d691-43dc-bd4b-43a1cc250f36 - - - - -] 10.11.21.128,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" Return code: 200 len: 264 time: 0.2413990",HTTP Status
11/5/2025 7:44,"nova.osapi_compute.wsgi.server [req-06631678-1e19-4e4e-bddf-a588d8ea6217 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/78dc1847-8848-49cc-933e-9239b12c9dcf HTTP/1.1"" RCODE  204 len: 203 time: 0.2560370",HTTP Status
4/10/2025 15:20,"nova.osapi_compute.wsgi.server [req-3e88afc7-0acc-498b-b3ab-9a74aad4e4fa f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -] 10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 404 len: 296 time: 0.0880730",HTTP Status
11/13/2025 1:13,"nova.metadata.wsgi.server [req-c58fdf6b-7dad-448e-b06a-da2fd52415fc - - - - -] 10.11.21.143,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" Return code: 404 len: 176 time: 0.2187860",HTTP Status
12/17/2025 2:28,Disk cleanup completed successfully.,System Notification
8/1/2025 20:46,"nova.metadata.wsgi.server [-] 10.11.21.132,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" RCODE  200 len: 157 time: 0.0006261",HTTP Status
8/17/2025 3:08,"nova.osapi_compute.wsgi.server [req-3d954aae-f4f5-47a6-9cf8-a8e00beeab93 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2733018",HTTP Status
3/26/2025 15:48,"Server 31 has been flagged for suspicious activity, security review",Security Alert
6/10/2025 15:27,Shard 11 data replication task was terminated,Error
11/19/2025 9:00,Unapproved API login attempt from user 8007 recorded,Security Alert
11/9/2025 11:34,"nova.osapi_compute.wsgi.server [req-4ca1aca1-840a-4512-b431-5533a9e02497 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1583 time: 0.1969190",HTTP Status
5/18/2025 18:19,Backup ended at 2025-08-06 22:28:29.,System Notification
6/18/2025 3:42,"nova.metadata.wsgi.server [-] 10.11.21.124,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" RCODE  200 len: 124 time: 0.0006270",HTTP Status
5/24/2025 11:08,System reboot initiated by user User120.,System Notification
1/21/2025 23:32,System configuration is experiencing errors,Critical Error
9/3/2025 8:16,"Warning: unusual patterns detected on server 2, security check advised",Security Alert
8/15/2025 20:56,Invalid login attempt made on secured account Account9649,Security Alert
1/2/2025 2:36,Service health check failure was caused by an expired SSL certificate.,Error
11/15/2025 6:29,Failed to replicate data for shard 4,Error
4/21/2025 2:34,Shard 6 data transfer failed,Error
10/8/2025 7:44,"nova.compute.claims [req-98474cd9-61e1-4afe-bd52-676a577b058f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] disk limit not specified, defaulting to unlimited",Resource Usage
11/8/2025 5:18,"nova.osapi_compute.wsgi.server [req-1f89dbfb-bbfe-45ca-8162-110e3c405711 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2716691",HTTP Status
1/29/2025 10:55,"nova.osapi_compute.wsgi.server [req-f632ae73-7d87-49f4-bdbf-3a0f06d197ed 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2486479",HTTP Status
11/21/2025 18:42,"nova.metadata.wsgi.server [req-fb8d5cd6-127f-4735-9c32-25567cf0d2d6 - - - - -] 10.11.21.140,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" Status code -  200 len: 264 time: 0.2175281",HTTP Status
2/12/2025 8:21,File data_4085.csv uploaded successfully by user User222.,System Notification
4/15/2025 6:59,"nova.osapi_compute.wsgi.server [req-0b5ced27-6fb3-449b-a87f-1d9beaae3f62 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2769639",HTTP Status
11/6/2025 15:30,Error in input format occurred during module X execution,Error
3/18/2025 0:41,User 4508 was unable to authenticate for API access,Security Alert
7/2/2025 13:37,"nova.osapi_compute.wsgi.server [req-96bb2855-71cc-4c4c-8ffb-03336d12219e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.3673830",HTTP Status
2/6/2025 9:20,Admin privilege escalation alert for user 8532,Security Alert
5/18/2025 13:51,Backup completed successfully.,System Notification
12/10/2025 6:01,"nova.compute.claims [req-5c8f52bd-8e3c-41f0-95a5-7861d247cafa 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: d96a117b-0193-4549-bdcc-63b917273d1d] Total memory: 64172 MB, used: 512.00 MB",Resource Usage
8/24/2025 1:51,System configuration has been tampered with,Critical Error
3/14/2025 14:33,"Server 46 has been compromised, potential security risk",Security Alert
3/30/2025 12:13,SSL certificate validation errors resulted in a failed service health check.,Error
12/12/2025 8:08,"nova.osapi_compute.wsgi.server [req-fc3464cd-8dd6-4fe9-a825-bb3b395eff72 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2485340",HTTP Status
